variant_id,CO2 Cap,Buildings demand,Steel Production,Chemical Production,Passenger Cars,Bunker aviation,Bunker navigation,Agriculture neGHG CH4,Agriculture neGHG N2O,Wind offshore Costs,Wind offshore Potential,Solar PV Costs,Solar PV Potential,Nuclear Costs,Nuclear Potential,Hydrogen Import Potential,Hydrogen Import Price,Biomass Import Potential,Biomass Import Price,Ammonia Import Potential,Ammonia Import Price,CCS potential,Flexibility Costs,LNG Price,Electricity Trade Price,Weather Conditions,Electricity Trade Ratio,Electricity Trade Volume,WACC,Bunker Emission Reduction,End-of-Life Emission Reduction
1,5.922793422297403,1.0121702855578347,6.7107823004874065,1.101561922414795,104.1174523276256,589.6359805758168,100.33431648593174,4.356310105457837,1.8567798283253507,1508.8944064135376,58.211648547179855,352.6573434507434,97.6910101783296,12522.865044153044,6.728270301456729,355.5306190756313,5.83270327134924,721.2216814765522,17.940101253022945,44.187623495293565,17.812227787784455,22.48817438361201,0.82253127511237,21.754663817733885,0.53919352532087,3.9897516594598486,8.239306589897172,183.18800780172162,0.0785019226783629,72.5926609168682,90.06891222062261
2,5.340931383001834,0.9580431701973444,3.399352624840936,1.150565420881505,93.17711492098523,537.8248532809237,116.45748287667615,4.5628514715852475,3.1902392740909598,2197.7997210931453,46.15437532634839,298.2752653597189,117.55622187447676,4953.503623034446,8.54679289475138,233.69443615204938,5.1507819287612495,722.1560070845871,22.91590471666,248.66209257242238,17.013862861851845,20.293365389076662,0.6835462858350709,12.980053040391109,0.7204722343679684,4.681145864815603,7.530892894419669,56.409389351931516,0.04600473331002701,89.70443598577342,93.76256907724206
3,1.431602140781372,1.2436903878438068,5.686532367705677,0.9216723861066007,115.87977237768445,571.6710321870283,86.70874240717986,6.47527297385032,2.6734298881866843,1958.963261611151,43.38379629434934,259.0728691766132,107.8782148685626,8387.440438638343,4.767882462533102,107.02017009818891,3.7471680761875517,608.7882120900111,10.945920745119684,350.4023631255103,28.47444215066872,36.67409462806992,1.122282263640186,12.066056169100335,0.5933416332749846,6.07125903274509,-0.8762634914249183,100.29906645853654,0.034160104432563294,78.44316151130893,45.96084726393543
4,4.814943262260917,1.04834722497234,3.467316712520825,1.07267346830707,107.84758633496753,591.5646699292171,93.75437194208749,4.825263905374928,3.484183127648225,2140.6726818989764,48.149558168421336,288.27999258795705,91.86706652685724,8485.589365342159,6.248849789531821,349.05489676159544,5.932431855841182,541.9242458366715,23.94911034300923,20.413830455229345,21.083380509019634,42.674464818773856,0.7132957388488828,4.7371236050018535,0.9702447877243197,6.853273210248082,-2.1242556715591556,108.89101153766737,0.07413637259743443,89.09398176026843,2.890054856340332
5,2.521214391186832,1.2253593239574223,6.937468349442775,0.7205423658804723,109.35895536155273,529.8255861095304,92.25262528617304,7.580062499359307,2.62450377671341,1842.7418051111658,68.57974177586878,377.40383141415646,104.20007328257734,11126.557631322336,6.558634584775006,225.88972691142618,2.3531117931822427,619.4289209934163,18.419076012167718,254.7484603443415,31.910507052052655,46.752274876673084,1.0396556104435974,25.582064911631797,0.7776848311085696,1.6856656895120592,8.385766119096381,190.50362611272195,0.08128511478285619,81.82289172685724,23.985467779879773
6,3.427998775863494,0.9637529808503618,7.398602209549379,0.6937210539946872,110.41474112910036,587.593771739522,118.18139691406769,6.795442630073431,3.3406194860042007,1457.6666834301825,68.76322591705349,446.77634183775774,118.34083244152797,8945.687116689214,3.4674182499366655,19.48345398385121,7.618496931219852,639.7127787136508,4.85365827949795,294.91642541866975,15.44140399121332,41.837426320821976,1.1899699461821367,12.443768086630474,0.7314894376863259,7.547006198422832,0.386922069001681,59.14530929838318,0.07160131368370229,73.60145584654211,2.4327678222793034
7,0.707258813477294,1.2003749602423759,5.638082894049193,1.0963941579663854,108.81691939258715,582.6639332575716,85.97048862616909,4.74141001384625,2.1792959731478714,1847.0712094858495,63.36001589918762,421.94079915756265,126.60860445827414,8007.869154633334,11.771878908209251,383.5833401742827,4.877155035133628,535.191667586892,11.27162771135666,107.10727166229246,42.20827917750375,49.116282531353946,1.4207558604395796,7.144294163663332,1.0379800506536556,3.292788362216668,-0.8304289066676649,179.46219261591025,0.058934876050196254,80.03289942592276,2.476822489407618
8,0.5595616501550746,0.9042408473874657,4.441980048166171,0.5716073090983522,110.89727286483239,547.4933820209501,96.77783885398753,3.9147740112762137,2.883220375561401,2412.441463714411,41.896963423254235,333.84436605787954,127.96146406224611,11433.118811367724,8.502369577004592,217.87424326680198,4.739960021078229,548.2487833277357,8.902710428316777,138.04187164846167,37.295530950622926,43.853482942300914,1.3601947398463965,26.749201405901918,0.5734139647665975,7.124412457038859,-0.3421072741543085,42.741035250481,0.05377877308125033,74.95754104583378,83.9737964126978
9,4.227417583435093,1.277197778544478,3.51333471393934,0.9836492100072767,97.80336671416217,563.7120344696943,102.00188573268866,6.0555899391807895,3.264195684615949,2757.601651905257,57.767146593888505,419.29050911067964,106.68521355074151,13272.88338500512,9.917225463020966,316.2246911146429,2.621592335774384,555.2672332683927,13.023808225840838,7.9957786505222455,37.52654676138492,37.62505608244392,0.8731589702711441,5.939821457298474,1.1663714812105004,4.604021078224148,5.9869446993588795,109.73042217945277,0.08694078698542573,79.1228165448803,93.59424068345227
10,2.005499608757886,1.0522527983755885,5.217055207857413,1.116935870430574,107.07141601931019,614.5447518085296,89.3389962700082,3.6742340641633087,2.860796388377424,2168.860631027349,32.77137670476598,265.4501003659254,108.55440263086656,8167.924203013015,7.675921279745398,84.53334135268507,3.0197393884606902,641.5566390805641,22.476967393860754,32.25845466518319,15.837217348994168,30.529896149486483,1.317857922976268,20.468953165622636,0.5923428082480583,7.114108908714963,-8.727161368313865,96.0590162201163,0.03642999545250909,78.11330924427261,13.326144175885677
11,8.702222938488307,1.2908927396047083,3.7336012829767813,0.7562156313384465,116.69817581711304,543.9554278274459,115.77912678597977,5.535007953057868,2.8102730021256113,2657.874533348686,60.1663750768302,389.9839452161709,127.74257102033101,3415.7801828487945,6.134493773622088,172.45684250569423,2.4094531744962953,455.3651702118149,16.404748631715293,176.37173179226974,40.97402547359692,42.96113977580897,0.6341181664929794,21.623418629753154,0.5246729023348414,6.230639550783046,-1.8547479146124637,81.52798455866404,0.06524057590094895,76.63558150077925,86.87941882262395
12,8.090493514027541,1.2380303037331495,5.498657561756435,0.6111419674276727,114.25795746881826,622.5667828672977,113.97588873723778,3.237447855485433,3.0396802788441724,2317.2903733548874,59.04703540094524,352.2143409013432,113.55742503115455,6268.723250731904,4.830136091087168,362.9569443174482,6.179522259973134,493.52889436273273,14.421921163907278,140.0140866398164,42.09413120819384,24.67008376506046,1.1169993647867376,20.022951590468686,1.430412147576734,6.21205955169091,7.688467890671916,25.870458300123737,0.043772971400397036,81.55396658471373,57.13304436543264
13,9.885074639797566,0.9227466779405333,5.119757975444418,0.5073473032605376,96.03968802681312,536.3797304062442,112.86334136183726,6.135758340280499,2.141721744338749,2255.1011696527326,66.23650822170578,345.34596668451945,118.51819414888439,4522.678430549966,9.58572748885113,131.47954766618003,6.1520825115084214,403.4344711752415,15.722064232345044,338.181809583044,36.35835925637371,38.38517647645398,0.6129713029776286,21.88052668936624,1.2028079430553815,6.837022679566614,-6.982153537256165,117.2629005031267,0.05488641365316924,87.26192797323168,11.126321367826437
